description,description_link,country,project_title,notice_type,language,publish_date,project_link,project_id,status,team_leader,borrower,implementing_agency,total_project_cost,commitment_amount,closing_date
Customization and Implementation of a Road Asset Management System (RAMS) for Tajikistan,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354416,Central Asia,Fourth Phase of the Central Asia Regional Links Program - P166820,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P166820,P166820,Active,"Abdul Khalili , Muhammad Zulfiqar Ahmed, Sudeshna Mitra",Ministry of Finance,"Ministry of Transport,Customs Service",US$ 132.00 million,US$ 132.00 million,"October 31, 2026"
NC Coordination and Communication Officer,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354417,Lao People's Democratic Republic,Reducing Rural Poverty and Malnutrition Project II (RRPM II) - P178883,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178883,P178883,Active,"Kenichi Nishikawa Chavez , Ali Subandoro",Lao People's Democratic Republic,"Ministry of Agriculture and Forestry,Ministry of Planning and Investment",US$ 25.00 million,US$ 37.00 million,"December 8, 2028"
Recrutement d'un Expert International - Long Terme pour l'élaboration d'un nouveau cadre budgétaire sur la réforme de la loi organique pour la direction du Budget.,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354418,Djibouti,Economic Management and Statistics Development for Policy Making - P171777,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171777,P171777,Active,"Bilal Malaeb , Rick Tsouck Ibounde",Republic of Djibouti,"Ministry of Economy and Finance in charge of Industry,National Institute of Statistics of Djibouti,Ministry of Budget",US$ 17.00 million,US$ 15.00 million,"December 31, 2025"
Acquisition des matériels de terrain pour la cartographie pilote,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354419,Djibouti,Economic Management and Statistics Development for Policy Making - P171777,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171777,P171777,Active,"Bilal Malaeb , Rick Tsouck Ibounde",Republic of Djibouti,"Ministry of Economy and Finance in charge of Industry,National Institute of Statistics of Djibouti,Ministry of Budget",US$ 17.00 million,US$ 15.00 million,"December 31, 2025"
Junior Budgeting and Strategic Planning Consultant,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354420,Indonesia,ID for Inclusive Service Delivery and Digital Transformation in Indonesia - P175218,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175218,P175218,Active,"Asha Williams , Jonathan Marskell",Republic of Indonesia,"General Directorate for Population and Civil Registration, Ministry of Home Affairs",US$ 250.00 million,US$ 250.00 million,"December 31, 2027"
"Civil Works Construction with Supply & Installation of Pipes & Fittings, of Cheka Hurufa WSP (Rural Pipe System) found in Adama woreda of East Shoa Zone by Oromia Water and Energy Bureau.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354421,Ethiopia,"One WASH—Consolidated Water Supply, Sanitation, and Hygiene Account Project (One WASH—CWA) - P167794",Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P167794,P167794,Active,"Wendwosen Feleke , Fook Eng, Amanuel Woldetsadik",The Federal Democratic Republic of Ethiopia,"Ministry of Education,Water Development Fund,Ministry of Water and Energy,Ministry of Health",US$ 350.00 million,US$ 300.00 million,"January 7, 2027"
"Procurement of FTC Furniture for Tumi, Arbeseden, Wachelali, Kona & Abado Hole for 5 (five) canters in Ameya Woreda, South West Shewa Zone.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354422,Eastern and Southern Africa,Food Systems Resilience Program for Eastern and Southern Africa - P178566,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178566,P178566,Active,"Elliot Mghenyi , Stephen D'Alessandro, Timothy Robertson, Laura Bonzanigo, Karishma Wasti","Intergovernmental Authority on Development (IGAD),Federal Democratic Republic of Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),Republic of Madagascar","Ministry of Agriculture, Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),IGAD Agriculture and Environmental Division,Ministry of Agriculture and Livestock, Madagascar",US$ 873.60 million,US$ 873.60 million,"June 29, 2029"
"Procurement of FTC Furniture for Tumi, Arbeseden, Wachelali, Kona & Abado Hole for 5 (five) canters in Ameya Woreda, South West Shewa Zone.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354423,Eastern and Southern Africa,Food Systems Resilience Program for Eastern and Southern Africa - P178566,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178566,P178566,Active,"Elliot Mghenyi , Stephen D'Alessandro, Timothy Robertson, Laura Bonzanigo, Karishma Wasti","Intergovernmental Authority on Development (IGAD),Federal Democratic Republic of Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),Republic of Madagascar","Ministry of Agriculture, Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),IGAD Agriculture and Environmental Division,Ministry of Agriculture and Livestock, Madagascar",US$ 873.60 million,US$ 873.60 million,"June 29, 2029"
"Procurement of FTC Furniture for Tumi, Arbeseden, Wachelali, Kona & Abado Hole for 5 (five) canters in Ameya Woreda, South West Shewa Zone.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354424,Eastern and Southern Africa,Food Systems Resilience Program for Eastern and Southern Africa - P178566,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178566,P178566,Active,"Elliot Mghenyi , Stephen D'Alessandro, Timothy Robertson, Laura Bonzanigo, Karishma Wasti","Intergovernmental Authority on Development (IGAD),Federal Democratic Republic of Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),Republic of Madagascar","Ministry of Agriculture, Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),IGAD Agriculture and Environmental Division,Ministry of Agriculture and Livestock, Madagascar",US$ 873.60 million,US$ 873.60 million,"June 29, 2029"
construction of foot bridges in Nahan and Ponta IDP units of Distt. Sirmour,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354425,India,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal - P165129,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P165129,P165129,Active,"Saumya Srivastava , Pyush Dogra",Republic of India,"Department of Forest, Government of Himachal Pradesh",US$ 100.00 million,US$ 80.00 million,"March 31, 2026"
"Consultancy Services for Technical Assistance for the K WASH PMU on Engineering, Environmental and Social Safeguards (ESS), Refugees Management, Financial Management, Procurement, Communication and Monitoring and Evaluation Services",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354426,Kenya,"Kenya Water, Sanitation, and Hygiene Program - P179012",Request for Expression of Interest,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P179012,P179012,Active,"Pascaline Ndungu , Victor Vazquez Alvarez",The Republic of Kenya,"Ministry of Water, Sanitation and Irrigation - State Department of Water and Sanitation",US$ 400.00 million,US$ 250.00 million,"June 30, 2030"
Procurement of Electrical Appliances,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354427,Lebanon,Support for Social Recovery Needs of Vulnerable Groups Phase II - P506127,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P506127,P506127,Active,"Marcelo Fabre , Jeremy Tomlinson",International Rescue Committee Inc,International Rescue Committee Lebanon,US$ 0.00 million,US$ 0.00 million,"June 30, 2026"
"Construction of Garowe Storm Water Drainage Package 3 (Lot 2 - Part 1) Garowe Municipality, Puntaland, Somalia",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354428,Somalia,Somalia Urban Resilience Project - Phase II - P170922,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P170922,P170922,Active,"Thalyta Yuwono , Benjamin Kushner",Federal Republic of Somalia,"Garowe Municipality/ Puntland,Baidoa Municipality/South West State,Dhusamareb/Galmudug,Beledweyne/Hirshabelle,Ministry of Public Works, Reconstruction and Housing,Ministry of Public Works,Ministry of Public Works and Housing Reconstruction,Benadir Regional Administration,Hargeisa Municipality/Somaliland,Ministry of Public Works,Kismayo Municipality/Jubbaland",US$ 153.50 million,US$ 253.50 million,"December 31, 2026"
Laboratory Consultant - Adado general hospital,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354429,Somalia,Somalia Crisis Recovery Project - P173315,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P173315,P173315,Active,"Haris Khan , John Kinuthia",Federal Republic of Somalia,"Ministry of Finance, Federal Government of Somalia,Ministry of Planning, Investment and Economic Development, Federal Government of Somalia",US$ 187.50 million,US$ 187.50 million,"May 31, 2025"
"Fournitures des Equipements pour 3 IDB dans les Groupements BONUDANA, BODUA & BOZAGBA en 3 lots distincts dans le Secteur de Karawa, Territoire de Businga.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354430,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
construction of foot bridges in Nahan and Ponta IDP units of Distt. Sirmour,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354431,India,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal - P165129,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P165129,P165129,Active,"Saumya Srivastava , Pyush Dogra",Republic of India,"Department of Forest, Government of Himachal Pradesh",US$ 100.00 million,US$ 80.00 million,"March 31, 2026"
construction of foot bridges in Nahan and Ponta IDP units of Distt. Sirmour,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354432,India,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal - P165129,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P165129,P165129,Active,"Saumya Srivastava , Pyush Dogra",Republic of India,"Department of Forest, Government of Himachal Pradesh",US$ 100.00 million,US$ 80.00 million,"March 31, 2026"
construction of foot bridges in Nahan and Ponta IDP units of Distt. Sirmour,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354433,India,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal - P165129,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P165129,P165129,Active,"Saumya Srivastava , Pyush Dogra",Republic of India,"Department of Forest, Government of Himachal Pradesh",US$ 100.00 million,US$ 80.00 million,"March 31, 2026"
Junior Budgeting and Strategic Planning Consultant,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354434,Indonesia,ID for Inclusive Service Delivery and Digital Transformation in Indonesia - P175218,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175218,P175218,Active,"Asha Williams , Jonathan Marskell",Republic of Indonesia,"General Directorate for Population and Civil Registration, Ministry of Home Affairs",US$ 250.00 million,US$ 250.00 million,"December 31, 2027"
construction of foot bridges in Nahan and Ponta IDP units of Distt. Sirmour,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354435,India,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal - P165129,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P165129,P165129,Active,"Saumya Srivastava , Pyush Dogra",Republic of India,"Department of Forest, Government of Himachal Pradesh",US$ 100.00 million,US$ 80.00 million,"March 31, 2026"
